,age,male,educ,hhsize,hhveh,hhinc,auto_time,auto_cost,train_time,train_cost,active_time,mode
2685,43,0,5,4,2,9,5.816666666666666,6.572333333333334,13.566666666666666,2.408333333333333,11.166666666666668,2
2686,43,0,5,4,2,9,13.15,6.529,42.13333333333333,2.6666666666666665,44.93333333333333,0
2687,43,0,5,4,2,9,23.65,11.246666666666666,30.383333333333333,2.3333333333333335,82.46666666666667,1
2688,38,1,6,2,1,8,7.166666666666667,6.489,23.716666666666665,2.5833333333333335,15.933333333333334,0
2689,38,1,6,2,1,8,6.433333333333334,6.550666666666666,16.85,2.5083333333333333,17.716666666666665,0
2690,38,1,6,2,1,8,3.15,6.572333333333334,12.1,2.408333333333333,8.708333333333332,0
2691,38,1,6,2,1,8,7.2,4.864,29.883333333333333,2.1416666666666666,26.575,0
2692,30,1,6,3,1,9,16.766666666666666,9.433333333333334,51.5,2.3833333333333333,59.06666666666666,0
2693,30,1,6,3,1,9,8.683333333333334,4.857333333333333,24.75,2.175,28.808333333333334,0
2694,30,1,6,3,1,9,8.466666666666667,5.0856666666666674,20.316666666666666,2.1,25.725,2
2695,30,1,6,3,1,9,2.9,6.572333333333334,12.816666666666666,2.408333333333333,8.491666666666667,0
2696,30,1,6,3,1,9,17.483333333333334,9.365,39.4,2.5,50.733333333333334,0
2697,30,1,6,3,1,9,25.333333333333332,15.231,58.85,2.966666666666667,133.89166666666665,0
2698,30,1,6,3,1,9,20.566666666666666,11.387000000000002,49.86666666666667,2.375,99.125,0
2699,30,1,6,3,1,9,10.983333333333333,6.093999999999999,27.383333333333333,2.45,33.825,0
2700,30,1,6,3,1,9,12.183333333333334,5.052333333333334,16.916666666666668,2.2583333333333333,25.85,0
2701,30,1,6,3,1,9,1.8333333333333333,6.572333333333334,6.483333333333333,2.408333333333333,4.291666666666667,2
2702,30,1,6,3,1,9,26.6,11.433,62.233333333333334,2.3833333333333333,95.04166666666666,0
2703,30,1,6,3,1,9,12.083333333333334,5.843999999999999,33.9,2.675,39.08333333333333,0
2704,30,1,6,3,1,9,18.166666666666668,9.721666666666668,56.96666666666667,2.3833333333333333,57.90833333333333,2
2705,58,1,6,3,2,10,10.416666666666666,5.364000000000001,29.916666666666668,2.2,28.174999999999997,0
2706,17,1,1,3,2,10,17.016666666666666,6.502000000000001,43.06666666666667,2.7416666666666667,48.475,0
2707,17,1,1,3,2,10,9.083333333333334,5.185666666666667,34.88333333333333,2.091666666666667,22.441666666666666,0
2708,71,1,5,2,2,7,6.4,5.989,45.083333333333336,2.216666666666667,28.558333333333334,0
2709,22,1,5,1,0,2,8.816666666666666,5.384333333333334,22.116666666666667,2.325,22.008333333333333,0
2710,22,1,5,1,0,2,4.25,6.572333333333334,13.266666666666667,2.408333333333333,8.658333333333333,2
2711,22,1,5,1,0,2,15.783333333333333,6.584,39.85,2.65,44.483333333333334,1
2712,22,1,5,1,0,2,12.633333333333333,5.857333333333333,45.15,2.65,35.7,2
2713,22,1,5,1,0,2,7.166666666666667,6.489,23.716666666666665,2.5833333333333335,15.933333333333334,2
2714,66,0,5,2,3,5,33.45,16.849333333333334,92.85,3.5716666666666668,388.44166666666666,2
2715,66,0,5,2,3,5,10.666666666666666,8.513333333333334,67.71666666666667,2.566666666666667,52.641666666666666,0
2716,66,0,5,2,3,5,19.133333333333333,16.512666666666668,93.7,3.256666666666667,164.65,0
2717,66,0,5,2,3,5,8.0,5.582333333333334,52.31666666666667,2.525,33.66666666666667,0
2718,66,0,5,2,3,5,19.65,16.546,82.6,3.3950000000000005,177.85,0
2719,66,0,5,2,3,5,12.866666666666667,9.967999999999998,79.0,2.191666666666667,78.25,0
2720,32,0,6,2,1,5,25.666666666666668,16.559333333333335,110.3,3.25,157.34166666666667,0
2721,32,0,6,2,1,5,16.266666666666666,6.567333333333333,30.166666666666668,2.65,46.53333333333333,0
2722,32,0,6,2,1,5,17.383333333333333,6.567333333333333,30.35,2.65,43.58333333333333,0
2723,32,0,6,2,1,5,12.133333333333333,5.619,58.916666666666664,2.533333333333333,33.43333333333333,0
2724,32,0,6,2,1,5,4.783333333333333,6.572333333333334,16.25,2.4833333333333334,10.516666666666666,2
2725,32,0,6,2,1,5,3.75,6.572333333333333,7.85,2.408333333333333,7.7250000000000005,0
2726,41,1,3,2,1,5,19.0,6.8453333333333335,37.85,2.5,52.15,1
2727,41,1,3,2,1,5,5.616666666666666,6.572333333333334,16.516666666666666,2.4833333333333334,12.1,2
2728,41,1,3,2,1,5,23.283333333333335,14.457666666666666,64.78333333333333,2.933333333333333,126.71666666666667,0
2729,41,1,3,2,1,5,16.85,10.058666666666667,51.56666666666667,2.441666666666667,86.31666666666666,0
2730,41,1,3,2,1,5,14.883333333333333,11.238333333333333,35.18333333333333,2.341666666666667,68.84166666666667,0
2731,41,1,3,2,1,5,18.466666666666665,6.620333333333334,17.516666666666666,2.6416666666666666,46.608333333333334,2
2732,41,1,3,2,1,5,16.933333333333334,5.915666666666667,21.433333333333334,2.7,40.7,1
2733,41,1,3,2,1,5,10.933333333333334,6.217333333333333,16.8,2.575,22.21666666666667,1
2734,41,1,3,2,1,5,1.6,6.572333333333334,5.033333333333333,2.408333333333333,3.408333333333333,2
2735,41,1,3,2,1,5,8.766666666666667,6.217333333333333,18.65,2.575,21.358333333333334,1
2736,41,1,3,2,1,5,6.333333333333333,6.550666666666666,13.7,2.566666666666667,18.683333333333334,2
2737,41,1,3,2,1,5,9.566666666666666,5.019,32.78333333333333,2.091666666666667,24.033333333333335,1
2738,41,1,3,2,1,5,11.066666666666666,5.170666666666667,20.6,2.183333333333333,28.258333333333333,1
2739,41,1,3,2,1,5,6.85,6.617333333333333,13.983333333333333,2.5,23.03333333333333,1
2740,41,1,3,2,1,5,16.683333333333334,8.567,72.53333333333333,2.425,49.90833333333333,0
2741,33,1,6,1,1,9,12.583333333333334,10.548333333333334,59.38333333333333,2.375,68.30694444444445,2
2742,33,1,6,1,1,9,25.833333333333332,18.306,142.13333333333333,3.33,207.27499999999998,0
2743,33,1,6,1,1,9,13.966666666666667,9.04,39.15,2.325,60.483333333333334,0
2744,33,1,6,1,1,9,42.13333333333333,17.722666666666665,87.7,3.1633333333333336,262.28333333333336,0
2745,33,1,6,1,1,9,19.95,11.205,42.583333333333336,2.4,66.75833333333334,0
2746,33,1,6,1,1,9,21.05,14.036333333333333,97.85,3.058333333333333,138.36666666666667,0
2747,33,1,6,1,1,9,19.5,11.430333333333332,61.15,2.35,90.14166666666667,2
2748,33,1,6,1,1,9,7.133333333333334,6.550666666666666,15.7,2.566666666666667,19.991666666666667,2
2749,33,1,6,1,1,9,40.516666666666666,18.299333333333333,91.51666666666667,3.0966666666666667,225.66666666666666,0
2750,33,1,6,1,1,9,28.85,16.786,70.5,2.5,184.95,1
2751,33,1,6,1,1,9,9.216666666666667,4.997333333333334,26.433333333333334,2.5,28.891666666666666,2
2752,33,1,6,1,1,9,24.716666666666665,17.229333333333333,76.05,3.105,241.1013888888889,2
2753,33,1,6,1,1,9,12.583333333333334,10.548333333333334,59.38333333333333,2.375,68.30694444444445,0
2754,33,1,6,1,1,9,12.466666666666667,8.580000000000002,61.93333333333333,2.566666666666667,52.54166666666667,0
2755,27,0,5,2,1,9,15.35,6.572333333333333,18.266666666666666,2.4833333333333334,12.533333333333333,0
2756,27,0,5,2,1,9,9.05,6.217333333333333,16.733333333333334,2.4833333333333334,22.866666666666667,2
2757,27,0,5,2,1,9,1.5333333333333334,6.572333333333334,5.133333333333334,2.408333333333333,3.375,0
2758,27,0,5,2,1,9,7.716666666666667,6.544,21.233333333333334,2.566666666666667,19.375,2
2759,27,0,5,2,1,9,5.333333333333333,6.572333333333334,10.0,2.408333333333333,7.733333333333334,1
2760,27,0,5,2,1,9,15.583333333333334,13.408,92.13333333333334,2.683333333333333,105.94166666666666,0
2761,27,0,5,2,1,9,12.416666666666666,9.925333333333331,66.66666666666667,2.316666666666667,74.35,0
2762,27,0,5,2,1,9,7.45,4.994000000000001,29.133333333333333,2.2583333333333333,21.116666666666667,0
2763,29,0,6,1,1,5,24.783333333333335,17.612666666666666,122.26666666666667,3.33,178.325,0
2764,29,0,6,1,1,5,7.716666666666667,5.640666666666666,53.81666666666667,2.525,35.050000000000004,0
2765,29,0,6,1,1,5,6.083333333333333,5.593999999999999,49.61666666666667,2.441666666666667,31.65833333333333,0
2766,29,0,6,1,1,5,5.366666666666666,5.785666666666667,51.2,2.441666666666667,32.5,0
2767,29,0,6,1,1,5,29.45,19.147666666666666,216.6,3.1550000000000002,234.99166666666665,0
2768,29,0,6,1,1,5,31.166666666666668,18.906,159.53333333333333,3.0050000000000003,223.55833333333334,0
2769,29,0,6,1,1,5,3.566666666666667,6.572333333333333,20.666666666666668,2.4916666666666667,13.058333333333334,0
2770,37,0,6,4,2,10,10.6,7.714999999999999,34.7,2.2416666666666667,56.525,0
2771,37,0,6,4,2,10,3.9166666666666665,6.489,22.8,2.5083333333333333,14.766666666666667,0
